Timestamp,Are you currently or have you ever been a dues-paying member of Chicago DSA or another chapter of DSA?,"How long have you been/were you a dues-paying member of Chicago DSA? 

Please approximate to the best of your ability or look up the exact date you joined DSA by following this link: https://proof.dsausa.org/card. 

If you have never been a dues-paying member of Chicago DSA, scroll to the bottom of the page and click ""Next"".","What territory branch do you belong to?

You can look up your territory branch by scrolling to the map on the bottom of this page: https://chicagodsa.org/chicago-dsa-territorial-branches/.","Have you been to any Chicago DSA events? 

If you have never been to a Chicago DSA event, select ""No"" below, then scroll to the bottom of the page and click ""Next"".","How many Chicago DSA events have you attended in the last 12 months?

Please estimate to the best of your ability.","When was the first event you attended?

Please estimate to the best of your ability.",What was the first Chicago DSA event you attended?,"Which of the following Chicago DSA activities have you participated in?

Please select all that apply.",How long was the period between your first Chicago DSA event and your second Chicago DSA event?,"Did you have one-on-one interactions, beyond the specific objectives of the meeting or activity, with anyone from the following groups before, during, or after your first meeting?

This question asks about deeper, more personal interactions that occurred beyond the stated purpose of the meeting or activity (i.e., interactions that took place outside of a political discussion, outside of addressing agenda items, etc.).","Were you contacted by anyone in the organization (by phone, text, or email) after you attended your first event?","During or after your first couple of events, were you assigned a specific task/action (e.g., tabling, making calls, specific reading) or explicitly invited to another Chicago DSA event?","Have you been involved in any of the following leadership activities within Chicago DSA? 

Select all that apply.","Have you trained others in leadership activities (e.g., canvassing training, meeting facilitation training, political education)?","If yes, please describe the leadership activities you've participated in:","How long (in years) have you lived in Cook County?

If you have lived here less than one year, input .25, .5, etc. If you moved away and later moved back, please sum the total number of years and input that number below.","On a scale of 1 (Not at all similar) to 5 (Extremely similar), how similar do you feel to the average Chicago DSA member?","On a scale of 1 (Not at all welcome) to 5 (Extremely welcome), how welcomed do you feel at Chicago DSA events?","What do you get out of, or hope to get out of, your involvement in Chicago DSA? Select all that apply.","To what extent do the following factors limit your ability to participate in Chicago DSA activities? (1 = Not at all a limit, 5 = A significant limit) [Childcare/domestic responsibilities]","To what extent do the following factors limit your ability to participate in Chicago DSA activities? (1 = Not at all a limit, 5 = A significant limit) [Limited free time]","To what extent do the following factors limit your ability to participate in Chicago DSA activities? (1 = Not at all a limit, 5 = A significant limit) [Schedule conflicts with Chicago DSA event times]","To what extent do the following factors limit your ability to participate in Chicago DSA activities? (1 = Not at all a limit, 5 = A significant limit) [Feeling overwhelmed by the work/organization]","To what extent do the following factors limit your ability to participate in Chicago DSA activities? (1 = Not at all a limit, 5 = A significant limit) [Feeling overwhelmed by the state of the country]","To what extent do the following factors limit your ability to participate in Chicago DSA activities? (1 = Not at all a limit, 5 = A significant limit) [General mental health (e.g., depression, anxiety, etc.)]","To what extent do the following factors limit your ability to participate in Chicago DSA activities? (1 = Not at all a limit, 5 = A significant limit) [Social anxiety (e.g., fear of not fitting in with Chicago DSA members, anxiety about working with others)]","To what extent do the following factors limit your ability to participate in Chicago DSA activities? (1 = Not at all a limit, 5 = A significant limit) [Safety concerns (personal or political)]","To what extent do the following factors limit your ability to participate in Chicago DSA activities? (1 = Not at all a limit, 5 = A significant limit) [Not interested in Chicago DSA]","If you indicated above that you feel overwhelmed by the work/organization, which of the following best describes why you feel overwhelmed regarding Chicago DSA activities/organization? 

Select all that apply.","Are there any other factors that impact your ability to participate in Chicago DSA activities? If so, please describe.",Is there anything else you think we should know about your experience with Chicago DSA that we haven't covered in this survey?,Which of the following best describes your racial identity? Select all that apply.,"What is your gender identity? 

Select all that apply.",What is your sexual orientation?,Which range best describes your total household income before taxes?,"To what extent do the following factors limit your ability to participate in Chicago DSA activities? (1 = Not at all a limit, 5 = A significant limit) [Chicago DSA's limited racial and ethnic diversity]","To what extent do the following factors limit your ability to participate in Chicago DSA activities? (1 = Not at all a limit, 5 = A significant limit) [Row 11]","To what extent do the following factors limit your ability to participate in Chicago DSA activities? (1 = Not at all a limit, 5 = A significant limit) [Physical accessibility of activities]","Do you identify as a person with a disability?

Select all that apply."
1/8/2026 22:17,"No, I have never been a dues-paying member of any chapter of DSA.",I have never been dues-paying member of Chicago DSA.,,No,,,,,,,,,,,,35,3,3,"A sense of purpose/fighting for what's right, Building community/friendships, Making a political difference in Chicago, Political education and deepening my understanding of socialism and political theory, Training and experience as an organizer/activist",5 (A significant limit),5 (A significant limit),4,3,3,2,2,1 (Not at all a limit),1 (Not at all a limit),"I have too many competing priorities and insufficient time to dedicate to Chicago DSA., The organizational processes and structure are difficult to navigate.",,,"White (e.g., European American, Anglo-Saxon, etc.)",Woman,Straight/Heterosexual,"$150,000 or more",,,,
1/8/2026 22:17,"No, I have never been a dues-paying member of any chapter of DSA.",I have never been dues-paying member of Chicago DSA.,North Side Red Line,Yes,4,,Political education event,"Committee meeting, Political education event, City Assembly ",More than 6 months,"No, I didn't interact with anyone.",No,No.,I have not engaged in any leadership activities within Chicago DSA.,Yes,"In other orgs and professionally, not dsa",26,,3,Organizing for the revolution ,1 (Not at all a limit),1 (Not at all a limit),2,1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),I feel like our current Chicago DSA efforts/initiatives aren't having enough impact.,Want a loop chapter for downtown residents.  Meetings are far away most of the time.  I’m sure I’m not the only socialist living downtown.  ,,"White (e.g., European American, Anglo-Saxon, etc.)",Woman,,"Less than $25,000",,,,
1/8/2026 22:19,"Yes, I am a current dues-paying member of Chicago DSA.",More than a year,North Side Red Line,Yes,10,3/12/2025,Political education event,"Branch event, Committee meeting, Outreach/canvassing, Phone/text banking, Protest/rally, Strike support, Political education event",1-4 weeks,"Yes, with a pre-existing dues-paying member, Yes, with a chapter/committee leader",Yes,"Yes, I was invited to another specific event.","Organized or facilitated meetings, events, or actions",No,"I organized flyering, fundraising, and picketing actions as part of an ad hoc Starbucks Workers United Support Organizing Committee that includes other members of DSA and other labor, political, and community groups. ",31,3,5,"A sense of purpose/fighting for what's right, Making a political difference in Chicago, Political education and deepening my understanding of socialism and political theory, Training and experience as an organizer/activist",2,4,2,2,1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),"I have too many competing priorities and insufficient time to dedicate to Chicago DSA., The organizational processes and structure are difficult to navigate.",I don’t own a car and am less likely to attend Labor Committee meetings or events more than an hour away by public transit. ,"I was born and raised in Chicago, which I understand is not the case for many other members. However, I joined DSA in 2023 while living in Philly and only started attending Chicago DSA meeting in 2024. I wasn’t sure which event the “first event” questions referred to, so I answered them for the first event I attended in the past 12 months (If We Burn reading group in Lakeview).","White (e.g., European American, Anglo-Saxon, etc.)",Man,Straight/Heterosexual,"$150,000 or more",,,,
1/8/2026 22:27,"No, I have never been a dues-paying member of any chapter of DSA.",I have never been dues-paying member of Chicago DSA.,North Side Red Line,Yes,1,12/5/2025,DSA 101,,I've only attended one event,"No, I didn't interact with anyone.",No,"Yes, I was invited to another specific event.",I have not engaged in any leadership activities within Chicago DSA.,No,,7,4,5,"A sense of purpose/fighting for what's right, Building community/friendships, Making a political difference in Chicago",1 (Not at all a limit),4,5 (A significant limit),1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),2,,Work limits my free time to the weekends. Would like more weekend events,,"White (e.g., European American, Anglo-Saxon, etc.)",Man,Straight/Heterosexual,"$150,000 or more",,,,
1/8/2026 22:39,"Yes, I am a current dues-paying member of Chicago DSA.",More than a year,North Side Blue Line,No,0,,,,,"No, I didn't interact with anyone.",Yes,,,,,7,3,5,"A sense of purpose/fighting for what's right, Building community/friendships, Making a political difference in Chicago, Political education and deepening my understanding of socialism and political theory, Training and experience as an organizer/activist",1 (Not at all a limit),3,3,2,2,3,3,1 (Not at all a limit),2,"I don't feel like I have much I can personally contribute to DSA., I feel ill-equipped or lack the necessary skills/knowledge.",,,"White (e.g., European American, Anglo-Saxon, etc.)",Man,Bisexual,"$25,000 to $49,999",,,,
1/8/2026 22:45,"Yes, I am a current dues-paying member of Chicago DSA.",6 months to 1 year,North Side Red Line,Yes,15,8/15/2025,Branch event,"Branch event, Protest/rally, Strike support, Social event",1-4 weeks,"Yes, with a pre-existing dues-paying member",Yes,"Yes, I was invited to another specific event.",I have not engaged in any leadership activities within Chicago DSA.,No,,0.5,3,4,"A sense of purpose/fighting for what's right, Building community/friendships, Making a political difference in Chicago, Political education and deepening my understanding of socialism and political theory, Training and experience as an organizer/activist",1 (Not at all a limit),3,3,3,4,3,4,2,1 (Not at all a limit),"I don't feel like I have much I can personally contribute to DSA., I feel ill-equipped or lack the necessary skills/knowledge., The organizational processes and structure are difficult to navigate.",,,"White (e.g., European American, Anglo-Saxon, etc.)",Transgender Man/Transmasculine,Prefer not to say,"$50,000 to $74,999",,,,
1/8/2026 22:47,"Yes, I am a current dues-paying member of Chicago DSA.",Less than 6 months,West Cook,Yes,8,4/30/2025,Political education event,"Branch event, Committee meeting, Political education event",1-4 weeks,"No, I didn't interact with anyone.",Yes,"Yes, I was given a task/action.",I have not engaged in any leadership activities within Chicago DSA.,No,,34,1,3,"A sense of purpose/fighting for what's right, Political education and deepening my understanding of socialism and political theory",1 (Not at all a limit),2,3,3,1 (Not at all a limit),3,3,1 (Not at all a limit),1 (Not at all a limit),"I don't feel like I have much I can personally contribute to DSA., I feel ill-equipped or lack the necessary skills/knowledge., I feel like our current Chicago DSA efforts/initiatives aren't having enough impact., I have too many competing priorities and insufficient time to dedicate to Chicago DSA., The organizational processes and structure are difficult to navigate., The pace of change or the volume of information related to Chicago DSA is too high.",Lack of racial diversity within the chapter,Lack of racial diversity within the chapter,"Black or African American (e.g., Haitian, Nigerian, Jamaican, African, etc.)",Woman,Lesbian,"$100,000 to $149,999",,,,
1/8/2026 23:02,"Yes, I am a current dues-paying member of Chicago DSA.",Less than 6 months,North Side Red Line,No,,,,,,,,,,,,20,4,,"A sense of purpose/fighting for what's right, Building community/friendships, Making a political difference in Chicago, Training and experience as an organizer/activist",2,5 (A significant limit),3,1 (Not at all a limit),2,2,1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),,,,"White (e.g., European American, Anglo-Saxon, etc.)",Woman,Bisexual,"$150,000 or more",,,,
1/8/2026 23:04,"Yes, I am a current dues-paying member of Chicago DSA.",6 months to 1 year,South Side,Yes,2,11/24/2025,,Political education event,1-4 weeks,"No, I didn't interact with anyone.",No,No.,I have not engaged in any leadership activities within Chicago DSA.,No,,1.4,2,4,"A sense of purpose/fighting for what's right, Building community/friendships, Political education and deepening my understanding of socialism and political theory, Training and experience as an organizer/activist",1 (Not at all a limit),2,1 (Not at all a limit),4,5 (A significant limit),4,4,1 (Not at all a limit),1 (Not at all a limit),"I don't feel like I have much I can personally contribute to DSA., I feel ill-equipped or lack the necessary skills/knowledge.",,,"Latino, Latina, or Latine (Often defined by origin/culture in Latin American countries, including Brazil), White (e.g., European American, Anglo-Saxon, etc.)","Transgender Woman/Transfeminine, Woman",Lesbian,"Less than $25,000",,,,
1/8/2026 23:15,"Yes, I am a current dues-paying member of Chicago DSA.",More than a year,North Side Blue Line,Yes,1,5/1/2022,Committee meeting,"Committee meeting, Protest/rally",4-6 months,"No, I didn't interact with anyone.",Yes,"Yes, I was invited to another specific event.",I have not engaged in any leadership activities within Chicago DSA.,No,,12,4,5,"A sense of purpose/fighting for what's right, Building community/friendships, Making a political difference in Chicago, Training and experience as an organizer/activist",1 (Not at all a limit),4,1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),3,1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),,,,"White (e.g., European American, Anglo-Saxon, etc.)",Man,Straight/Heterosexual,"$150,000 or more",,,,
1/9/2026 0:00,"Yes, I’ve been a dues-paying member of Chicago DSA in the past, but I am not a dues-paying member currently.",More than 5 years,North Side Red Line,Yes,0,1/16/2018,Committee meeting,"Committee meeting, Outreach/canvassing, Phone/text banking, Social event",1-3 months,"Yes, with a pre-existing dues-paying member",Yes,"Yes, I was given a task/action., Yes, I was invited to another specific event.",I have not engaged in any leadership activities within Chicago DSA.,No,,27,3,4,"A sense of purpose/fighting for what's right, Building community/friendships, Making a political difference in Chicago, Networking/professional development, Political education and deepening my understanding of socialism and political theory, Training and experience as an organizer/activist",1 (Not at all a limit),4,2,4,5 (A significant limit),5 (A significant limit),4,2,4,"I feel ill-equipped or lack the necessary skills/knowledge., I feel like our current Chicago DSA efforts/initiatives aren't having enough impact., I have too many competing priorities and insufficient time to dedicate to Chicago DSA., The organizational processes and structure are difficult to navigate.",robert's rules makes it really hard to engage in meetings if you don't understand it really well. I've also seen it de-rail chicago chapter conventions,"I might have become a little disillusioned with the work of chicago dsa, and and some ways the posturing of many of the people I met. through people I met through dsa I learned of other orgs which I was more active in","Asian or Asian American (e.g., Chinese, Japanese, Korean, Filipino, Vietnamese, Indian, Pakistani, etc.)",Man,Straight/Heterosexual,"$150,000 or more",,,,
1/9/2026 0:14,"No, I have never been a dues-paying member of any chapter of DSA.",I have never been dues-paying member of Chicago DSA.,North Side Blue Line,Yes,1,12/3/2026,Branch event,Branch event,I've only attended one event,"No, I didn't interact with anyone.",Yes,"Yes, I was invited to another specific event.",I have not engaged in any leadership activities within Chicago DSA.,No,,3.12,4,3,"Building community/friendships, Political education and deepening my understanding of socialism and political theory, Training and experience as an organizer/activist, become more involved in local democracy",1 (Not at all a limit),3,3,2,4,4,1 (Not at all a limit),2,3,"I feel ill-equipped or lack the necessary skills/knowledge., I have too many competing priorities and insufficient time to dedicate to Chicago DSA., The organizational processes and structure are difficult to navigate., The pace of change or the volume of information related to Chicago DSA is too high.",,,"White (e.g., European American, Anglo-Saxon, etc.)",Genderqueer,Queer,"$25,000 to $49,999",,,,
1/9/2026 0:42,"Yes, I am a current dues-paying member of Chicago DSA.",6 months to 1 year,South Side,Yes,1,10/15/2025,Protest/rally,Protest/rally,I've only attended one event,"Yes, with a pre-existing dues-paying member",No,"Yes, I was given a task/action.",I have not engaged in any leadership activities within Chicago DSA.,No,,18,3,5,"A sense of purpose/fighting for what's right, Building community/friendships, Making a political difference in Chicago, Training and experience as an organizer/activist",1 (Not at all a limit),2,2,1 (Not at all a limit),1 (Not at all a limit),2,2,1 (Not at all a limit),1 (Not at all a limit),,,,"White (e.g., European American, Anglo-Saxon, etc.)",Man,Bisexual,"$25,000 to $49,999",,,,
1/9/2026 0:45,"Yes, I am a current dues-paying member of Chicago DSA.",More than a year,North Side Blue Line,Yes,1,6/3/2025,Social event,Social event,I've only attended one event,"Yes, with a pre-existing dues-paying member, Yes, with a chapter/committee leader, Yes, with another new attendee/non-member",Yes,No.,,No,,2,4,4,"A sense of purpose/fighting for what's right, Building community/friendships, Making a political difference in Chicago, Political education and deepening my understanding of socialism and political theory, Training and experience as an organizer/activist",1 (Not at all a limit),2,4,1 (Not at all a limit),3,2,1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),,I went to a farmer's market where DSA had something going on. I was hoping to find them and talk to them but I never saw them.,,"Hispanic (Often defined by Spanish language origin/culture), White (e.g., European American, Anglo-Saxon, etc.)",Man,Straight/Heterosexual,"Less than $25,000",,,,
1/9/2026 2:57,"Yes, I am a current dues-paying member of Chicago DSA.",More than 5 years,North Side Blue Line,Yes,20,8/8/2017,Outreach/canvassing,"Branch event, Committee meeting, Executive or steering committee meeting, Outreach/canvassing, Phone/text banking, Protest/rally, Strike support, Social event, Political education event",1-4 weeks,"No, I didn't interact with anyone.",No,"Yes, I was given a task/action.","Organized or facilitated meetings, events, or actions, Steering committee activities (Chair, Co-Chair, Secretary, Treasurer, etc.), Organized new member engagement (E.g., onboarding, follow-up calls)",Yes,"Blue line rep, one term, secretary, two terms, labor branch SC/cochair, five terms",13,2,5,The self-emancipation of the working class,1 (Not at all a limit),2,1 (Not at all a limit),2,2,2,2,1 (Not at all a limit),1 (Not at all a limit),,,,,,,,,,,
1/9/2026 5:24,"Yes, I am a current dues-paying member of Chicago DSA.",Less than 6 months,North Side Blue Line,Yes,,12/13/2025,Committee meeting,Committee meeting,Less than 1 week,"Yes, with another new attendee/non-member",Yes,No.,I have not engaged in any leadership activities within Chicago DSA.,No,,0.25,4,3,"Making a political difference in Chicago, Political education and deepening my understanding of socialism and political theory, Training and experience as an organizer/activist",1 (Not at all a limit),3,1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),I feel like our current Chicago DSA efforts/initiatives aren't having enough impact.,,"It has been a bit disillusioning trying to get started being involved with Chicago DSA. There was a Trans Liberation Campaign meeting that I travelled across town for after work only for the event to be cancelled after I arrived. Or I wanted to see if there was going to be a DSA group going for the Venezuela protest but couldn't find any information anywhere about it, only later did I see there was but the announcement was shared through some means that I don't have access to.  ","White (e.g., European American, Anglo-Saxon, etc.)",Man,Queer,"$50,000 to $74,999",,,,
1/9/2026 5:49,"No, I have never been a dues-paying member of any chapter of DSA.",I have never been dues-paying member of Chicago DSA.,,No,,,,,,,,,I have not engaged in any leadership activities within Chicago DSA.,No,,40,,,Making a political difference in Chicago,1 (Not at all a limit),3,4,2,3,2,3,1 (Not at all a limit),1 (Not at all a limit),I have too many competing priorities and insufficient time to dedicate to Chicago DSA.,,,"White (e.g., European American, Anglo-Saxon, etc.)",Prefer not to say,Prefer not to say,"$100,000 to $149,999",,,,
1/9/2026 6:03,"No, I have never been a dues-paying member of any chapter of DSA.",I have never been dues-paying member of Chicago DSA.,North Side Red Line,Yes,1,,Protest/rally,Protest/rally,More than 6 months,"No, I didn't interact with anyone.",No,No.,,No,,20,4,5,"A sense of purpose/fighting for what's right, Making a political difference in Chicago, Political education and deepening my understanding of socialism and political theory",1 (Not at all a limit),4,4,4,4,1 (Not at all a limit),3,1 (Not at all a limit),3,I have too many competing priorities and insufficient time to dedicate to Chicago DSA.,,,"White (e.g., European American, Anglo-Saxon, etc.)",Woman,Straight/Heterosexual,"$100,000 to $149,999",,,,
1/9/2026 6:47,"Yes, I’ve been a dues-paying member of another chapter of DSA.",More than a year,North Side Blue Line,Yes,0,11/1/2022,dsa 101,"Committee meeting, Political education event",1-4 weeks,"Yes, with a pre-existing dues-paying member, Yes, with a chapter/committee leader",Yes,No.,I have not engaged in any leadership activities within Chicago DSA.,No,,3.5,3,2,"A sense of purpose/fighting for what's right, Making a political difference in Chicago, Political education and deepening my understanding of socialism and political theory",1 (Not at all a limit),5 (A significant limit),3,2,4,1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),"I don't feel like I have much I can personally contribute to DSA., I have too many competing priorities and insufficient time to dedicate to Chicago DSA.",,,"White (e.g., European American, Anglo-Saxon, etc.)",Woman,Bisexual,"$75,000 to $99,999",,,,
1/9/2026 6:51,"Yes, I am a current dues-paying member of Chicago DSA.",Less than 6 months,North Side Blue Line,No,,,,,,,,,,,,9,4,3,"A sense of purpose/fighting for what's right, Building community/friendships, Making a political difference in Chicago",1 (Not at all a limit),3,2,4,2,5 (A significant limit),5 (A significant limit),1 (Not at all a limit),1 (Not at all a limit),I feel ill-equipped or lack the necessary skills/knowledge.,"my experience with people in chicago DSA is that they're all pedantic white men, which is kind of a turnoff ",,"White (e.g., European American, Anglo-Saxon, etc.)","Genderfluid, Non-binary",Bisexual,"$150,000 or more",,,,
1/9/2026 7:50,"Yes, I’ve been a dues-paying member of Chicago DSA in the past, but I am not a dues-paying member currently.",More than a year,South Side,Yes,2,5/1/2022,Protest/rally,"Branch event, Protest/rally, Political education event",Less than 1 week,"Yes, with a pre-existing dues-paying member, Yes, with a chapter/committee leader, Yes, with another new attendee/non-member",No,No.,I have not engaged in any leadership activities within Chicago DSA.,No,,5.25,4,5,"A sense of purpose/fighting for what's right, Building community/friendships, Making a political difference in Chicago, Training and experience as an organizer/activist",1 (Not at all a limit),2,2,2,2,4,1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),I feel like our current Chicago DSA efforts/initiatives aren't having enough impact.,"There is a lot of work to be done in Chicago and CDSA has too few working groups/campaigns that address these problems. As someone who doesn't have consistent time or energy, its almost impossible for me to start a working group myself even though I would love to. So I need to rely on existing groups that I can work within. The lack of such is the reason why I've stopped attending CDSA events. Additionally since CDSA is supposed to be people's first step into socialist activism, the lack of direction by not having more working groups/campaigns is too daunting for most newbies.",,"White (e.g., European American, Anglo-Saxon, etc.)","Genderfluid, Non-binary",Pansexual,"$50,000 to $74,999",,,,
1/9/2026 7:59,"Yes, I am a current dues-paying member of Chicago DSA.",More than 5 years,North Side Blue Line,Yes,16,6/15/2018,Political education event,"Branch event, Committee meeting, Protest/rally, Social event, Political education event",1-4 weeks,"No, I didn't interact with anyone.",No,No.,"Organized or facilitated meetings, events, or actions, Steering committee activities (Chair, Co-Chair, Secretary, Treasurer, etc.)",Yes,facilitation of meetings and political education,47,3,5,"A sense of purpose/fighting for what's right, Building community/friendships, Making a political difference in Chicago, Political education and deepening my understanding of socialism and political theory",1 (Not at all a limit),3,2,2,1 (Not at all a limit),1 (Not at all a limit),2,1 (Not at all a limit),1 (Not at all a limit),"I have too many competing priorities and insufficient time to dedicate to Chicago DSA., The organizational processes and structure are difficult to navigate.",,"I would like to know our demographics: race, religion, gender, work, age. ","White (e.g., European American, Anglo-Saxon, etc.)",Man,Straight/Heterosexual,"$50,000 to $74,999",,,,
1/9/2026 8:18,"Yes, I am a current dues-paying member of Chicago DSA.",More than 5 years,South Side,Yes,36,11/16/2018,DSA 101,"Branch event, Committee meeting, Executive or steering committee meeting, Outreach/canvassing, Phone/text banking, Protest/rally, Strike support, Social event, Political education event, Chapter leadership",1-4 weeks,"Yes, with a chapter/committee leader",Yes,"Yes, I was given a task/action., Yes, I was invited to another specific event.","Organized or facilitated meetings, events, or actions, Steering committee activities (Chair, Co-Chair, Secretary, Treasurer, etc.), Organized new member engagement (E.g., onboarding, follow-up calls)",Yes,"Two term chapter officer, Pol Ed committee leader",15,4,5,"A sense of purpose/fighting for what's right, Building community/friendships, Making a political difference in Chicago, Political education and deepening my understanding of socialism and political theory, Training and experience as an organizer/activist",1 (Not at all a limit),3,2,2,1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),I have too many competing priorities and insufficient time to dedicate to Chicago DSA.,My job has variable hours and requires almost constant interaction with people. Sometimes I’m just too tired. ,"Joining DSA has been an incredible experience, even when it’s annoying or too much. I’m going to be around for life, even if sometimes that looks like one meeting a year and other times it’s a few meetings a week.","White (e.g., European American, Anglo-Saxon, etc.)",Woman,Lesbian,"$150,000 or more",,,,
1/9/2026 8:26,"Yes, I am a current dues-paying member of Chicago DSA.",More than 5 years,North Side Red Line,Yes,20,,Branch event,"Branch event, Committee meeting, Executive or steering committee meeting, Outreach/canvassing, Phone/text banking, Protest/rally, Strike support, Social event, Political education event",Less than 1 week,"Yes, with a chapter/committee leader",Yes,"Yes, I was given a task/action., Yes, I was invited to another specific event.","Organized or facilitated meetings, events, or actions, Steering committee activities (Chair, Co-Chair, Secretary, Treasurer, etc.), Organized new member engagement (E.g., onboarding, follow-up calls)",Yes,Labor Branch SC,2,4,5,"A sense of purpose/fighting for what's right, Making a political difference in Chicago, Political education and deepening my understanding of socialism and political theory, Training and experience as an organizer/activist",3,3,3,3,3,2,2,2,1 (Not at all a limit),"I have too many competing priorities and insufficient time to dedicate to Chicago DSA., The pace of change or the volume of information related to Chicago DSA is too high.",,,"White (e.g., European American, Anglo-Saxon, etc.)","Transgender Woman/Transfeminine, Woman",Straight/Heterosexual,"$150,000 or more",,,,
1/9/2026 8:42,"Yes, I am a current dues-paying member of Chicago DSA.",More than 5 years,South Side,Yes,12,2/1/2018,Committee meeting,"Branch event, Committee meeting, Executive or steering committee meeting, Outreach/canvassing, Phone/text banking, Protest/rally, Strike support, Social event, Political education event",1-4 weeks,"No, I didn't interact with anyone.",Yes,No.,"Organized or facilitated meetings, events, or actions, Steering committee activities (Chair, Co-Chair, Secretary, Treasurer, etc.), Organized new member engagement (E.g., onboarding, follow-up calls)",Yes,"Poli Ed, facilitation, probably more I forget",6,3,4,Making a political difference in Chicago,1 (Not at all a limit),3,2,4,2,1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),I feel like our current Chicago DSA efforts/initiatives aren't having enough impact.,,"I think it is clear that the organization is not terribly interested in the south side. It says it is, but it is not. This is a demoralizing fact which will reduce my participation in the near future. ","White (e.g., European American, Anglo-Saxon, etc.)",Man,Straight/Heterosexual,"$75,000 to $99,999",,,,
1/9/2026 9:07,"Yes, I am a current dues-paying member of Chicago DSA.",More than a year,North Side Red Line,Yes,1,1/20/2025,Committee meeting,"Branch event, Committee meeting, Executive or steering committee meeting, Protest/rally",More than 6 months,"Yes, with a pre-existing dues-paying member, Yes, with a chapter/committee leader, Yes, with another new attendee/non-member",Yes,No.,I have not engaged in any leadership activities within Chicago DSA.,No,,5,2,3,"A sense of purpose/fighting for what's right, Building community/friendships, Making a political difference in Chicago, Political education and deepening my understanding of socialism and political theory, Training and experience as an organizer/activist",5 (A significant limit),5 (A significant limit),2,3,1 (Not at all a limit),1 (Not at all a limit),3,1 (Not at all a limit),2,"I don't feel like I have much I can personally contribute to DSA., I feel like our current Chicago DSA efforts/initiatives aren't having enough impact., I have too many competing priorities and insufficient time to dedicate to Chicago DSA.",,"There are some ""old-timer"" comrades that are not as welcoming to newly activated people by Trump 2. At both of the committee meetings I have attended multiple members were dismissive and rude about people's concerns around immigration enforcement prior to Midway Blitz. It was very off-putting and made me not want to come back","White (e.g., European American, Anglo-Saxon, etc.)",Man,Straight/Heterosexual,"$150,000 or more",,,,
1/9/2026 9:13,"Yes, I am a current dues-paying member of Chicago DSA.",More than 5 years,North Side Red Line,Yes,0,1/9/2020,Protest/rally,"Executive or steering committee meeting, Outreach/canvassing, Phone/text banking, Protest/rally",4-6 months,"Yes, with a pre-existing dues-paying member, Yes, with another new attendee/non-member",Yes,,I have not engaged in any leadership activities within Chicago DSA.,No,Na,21,2,1,I don’t plan or foresee getting anything from DSA but I support what you do so I pay dues,1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),5 (A significant limit),,"I have not worked with Chicago DSA since 2022 or 2023 when I tried internally organizing on slack a disability focused group and never felt supported by the larger DSA chapter. How are you going to be socialist that don’t center people with disabilities?! Since then, I’ve stepped back from organizing with you because I don’t feel seen or cared for by the group, but I support what you do and since I think you’re better than PSL, I keep paying dues.","I like that you’re trying to ask what you can do for your members but even this survey is lacking, because I’ve been a member since 2020 but haven’t been to an event or meeting in 3ish years. I am disabled and I don’t feel like the group has space for disabled folks, there’s no working groups centered for us, we aren’t centered in meetings, we just aren’t a priority or cared for by DSA so why would I give you my free labor when it seems like that’s all you want from me when you don’t give me anything back as a disabled member? None of your work is about fighting for members with disabilities and that sucks for me to be honest. This city is really lacking is crip/mad organizing and centering of our needs in organizing spaces. It’s a bummer tbh. ","White (e.g., European American, Anglo-Saxon, etc.)",Woman,Bisexual,"Less than $25,000",,,,
